"Date","Entropy_1","Entropy_2","Entropy_3","Entropy_4","Entropy_5","Entropy_6","Entropy_7","Entropy_8","Entropy_9","Entropy_10","Entropy_11","Entropy_12","Entropy_13","Entropy_14","Entropy_15","Entropy_16","Entropy_17","Entropy_18","Entropy_19","Entropy_20","Entropy_21","Entropy_22","Entropy_23","Entropy_24","Entropy_25","Entropy_26","Entropy_27","Entropy_28","Entropy_29","Entropy_30","Entropy_31","Entropy_32","Entropy_33","Entropy_34","Entropy_35","Entropy_36"
Jan 2020,0.287682072451781,0.22314355131421,0.287682072451781,0.22314355131421,0.693147180559945,0.559615787935423,0.105360515657826,0.470003629245736,0.470003629245736,0.22314355131421,0.693147180559945,0.559615787935423,0.405465108108164,0.693147180559945,0.22314355131421,0.22314355131421,0.0953101798043249,0.559615787935423,0.22314355131421,0.693147180559945,0.693147180559945,0.693147180559945,0.22314355131421,0.470003629245736,0.22314355131421,0.287682072451781,0.693147180559945,0.470003629245736,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.287682072451781,0.287682072451781,0.105360515657826
Feb 2020,0.119801199812621,0.117783035656383,0.119801199812621,0.119801199812621,0.0984400728132525,0.0968498259899176,0.115831815525122,0.117783035656383,0.133531392624523,0.119801199812621,0.115831815525122,0.119801199812621,0.0984400728132525,0.119801199812621,0.117783035656383,0.119801199812621,0.119801199812621,0.113944259349218,0.135801541159062,0.0953101798043249,0.0968498259899176,0.0984400728132525,0.119801199812621,0.115831815525122,0.119801199812621,0.0968498259899176,0.119801199812621,0.113944259349218,0.117783035656383,0.0625203569813339,0.117783035656383,0.117783035656383,0.119801199812621,0.119801199812621,0.0968498259899176,0.117783035656383
Mar 2020,0.0738688616436758,0.071311590906939,0.0799807609353222,0.0768066587544141,0.0790251484866478,0.0747810617171547,0.0688558830201125,0.0751932710315782,0.0740168891770673,0.0610679169843888,0.0621450021121616,0.0754203457408448,0.074051019031821,0.0499387263843128,0.0724388544113685,0.0777285077309971,0.0654367587768691,0.0740282622975559,0.0451000824759089,0.0532894348112164,0.0711738512510268,0.048790164169432,0.0623070327490256,0.074861732425131,0.0780658364159139,0.0654167485562277,0.0799561762842209,0.0455683676727919,0.0753300822157699,0.0760329005633063,0.0495994340315133,0.0678744565650908,0.0730139050785747,0.067198527908231,0.0602756233466489,0.0759351658649244
Apr 2020,0.113029038711479,0.113337486225819,0.121124168066218,0.111679923928904,0.12078153865264,0.0948283681833442,0.115580391594041,0.104943353093343,0.109038342532415,0.10572809515103,0.10266007975776,0.107980914625003,0.123036331039729,0.0946310328743638,0.117178689842313,0.114188793627264,0.102677914366117,0.114805365962459,0.0823632546826925,0.0888659436424466,0.101250137869869,0.0901262710859782,0.114510520463921,0.102719669052617,0.102190940896547,0.099090902644231,0.0943010315713479,0.0788596955871453,0.118530326761032,0.116789493597506,0.0855455367414226,0.116220728057435,0.0958142507355849,0.118527360216241,0.100937557707483,0.120508363409024
May 2020,0.152579587595217,0.131718155500342,0.157399083861265,0.144601535647405,0.168391467493245,0.138261566999924,0.152686218007645,0.146972043266693,0.121176320215364,0.157392173751429,0.140415651437106,0.132759489845941,0.144291445034949,0.114219039462051,0.170079721591263,0.162698834148795,0.152981950813918,0.161834750216121,0.124177911294622,0.116062958950646,0.106486828428036,0.129097177381708,0.152088356720109,0.142636159617442,0.149599647991839,0.156831036452575,0.135394034214791,0.120189051854662,0.15954811642461,0.137948705250978,0.110456995564311,0.152786319727795,0.131892684249704,0.158258711469832,0.131166867974351,0.148808194462498
Jun 2020,0.174306076741211,0.151777811226264,0.170320625825663,0.179500261582303,0.167864895518397,0.143214055460108,0.15235929428184,0.155760089026398,0.125455512120887,0.169834658619577,0.150255556101411,0.13188990094362,0.167054084663166,0.165771961111274,0.185449119102075,0.170579352708851,0.165771961111274,0.18237147069249,0.14207875508426,0.152509182413367,0.143403141103677,0.167548644514987,0.177234246782704,0.150369024547731,0.159064694629687,0.157961786345681,0.158111081043355,0.149603262170987,0.169433328019328,0.160546542270571,0.135162006894616,0.162547864264346,0.15073665434065,0.180436542098183,0.168632830564951,0.172420000480487
Jul 2020,0.187911286272741,0.0617722676446811,0.168585376573573,0.205755060470946,0.120673532388172,0.124706296867122,0.0873308556032541,0.113129700130742,0.160631583911341,0.150739239226358,0.167450857582007,0.163984579951005,0.172718689460613,0.115738136077387,0.206118713761474,0.085297580511895,0.0945702350902375,0.0949577568931883,0.0865007821355446,0.201915250694356,0.0899648301798529,0.222098867236104,0.136228526648043,0.189851712857708,0.0753645392178807,0.163077672769784,0.185060980267,0.186872275229622,0.18994924586656,0.175479018232552,0.151075702275432,0.147537296738176,0.0488246951523598,0.141915568476757,0.0351768813086485,0.212011710945365
Aug 2020,0.339756311822403,0.316533976257484,0.346382506643545,0.310154928303839,0.323651548192151,0.309379433887309,0.294799540220645,0.261092618262541,0.241093962438053,0.343971100069362,0.334288829640269,0.259313156074595,0.340052842921996,0.340926586970593,0.320886703950221,0.329837945528709,0.257739715836703,0.295128505627417,0.322222397703957,0.329273002034913,0.265135202201041,0.316715104195494,0.347854600095759,0.29888952547217,0.293798299469217,0.288954175409234,0.292791945604052,0.272367837478738,0.351964413236984,0.328762098195245,0.26820580139116,0.318942896123642,0.286393910480533,0.364611937144827,0.326437416791886,0.367116850973762
Sep 2020,0.379368203540597,0.387115969439968,0.390461941516116,0.365256798786672,0.41756281662784,0.347210803747579,0.393877492935777,0.322700021999986,0.308638627785875,0.337871816975636,0.372650259947017,0.295416063051517,0.344747267927644,0.396901412331289,0.396097358104564,0.367637363717202,0.238323014644061,0.340220484020668,0.31683414328297,0.374413768276114,0.343324185773766,0.439639287920758,0.39883093743476,0.374765203468636,0.373021674184399,0.30343042941992,0.327513264125349,0.283816586386203,0.414198788076919,0.365347263509085,0.287937925082062,0.390764649955286,0.325903285271979,0.389464766761723,0.306097843835714,0.321771778468335
Oct 2020,0.461492939577827,0.390150873135122,0.546149384596399,0.44371377799238,0.456980970936429,0.428578203649168,0.493929762493523,0.424274440065661,0.385907099208508,0.452597118866198,0.473623350008367,0.367724780125317,0.439951284179334,0.484841015730323,0.45076616884582,0.461748740587654,0.452133173191843,0.453917491494111,0.418668363021281,0.489603745403111,0.475286261710163,0.471062390593978,0.448528812540613,0.451242126457966,0.338939343135731,0.392581652401976,0.446155946486845,0.378686989026772,0.519483686509105,0.469368910087645,0.397802235362595,0.474007427661385,0.396332624544892,0.483142195017574,0.493840077400247,0.520068490847168
