"Date","Entropy_1","Entropy_2","Entropy_3","Entropy_4","Entropy_5","Entropy_6","Entropy_7","Entropy_8","Entropy_9","Entropy_10","Entropy_11","Entropy_12","Entropy_13","Entropy_14","Entropy_15","Entropy_16","Entropy_17","Entropy_18","Entropy_19","Entropy_20","Entropy_21","Entropy_22","Entropy_23","Entropy_24","Entropy_25","Entropy_26","Entropy_27","Entropy_28","Entropy_29","Entropy_30","Entropy_31","Entropy_32","Entropy_33","Entropy_34","Entropy_35","Entropy_36"
Mar 2020,0.258411690151668,0.202073712177743,0.241744977264755,0.184192464729766,0.247524750604717,0.1866653427118,0.250384195655687,0.216671036808592,0.212058718889717,0.217550248677698,0.2295744416445,0.199287090952251,0.216873938300614,0.12963106265294,0.241744977264755,0.19782574332992,0.193243605618536,0.233614851181505,0.121555201577807,0.120864702193792,0.180454142619159,0.125163142954006,0.209091797858559,0.183588181409148,0.188711354892726,0.195744577126095,0.2484613592985,0.109433841045462,0.25225163547228,0.228841572428847,0.124751704972477,0.194381366554587,0.21433997304745,0.239143892660651,0.204215541428691,0.26499066124971
Apr 2020,0.160665360848452,0.160708080373417,0.160503842902448,0.151381873259125,0.138524176613261,0.127216531765848,0.157381700408705,0.0869299934697476,0.148420005118273,0.13598190007379,0.152002451288969,0.139670788826944,0.118464466687863,0.096300769286021,0.145551396241072,0.14288895678746,0.155389453599795,0.148788736685873,0.0762186112351329,0.102334794741289,0.115158511984079,0.104459208701813,0.150504367674238,0.16739177989643,0.123829486112296,0.145036536254971,0.103853356367255,0.0944989669967582,0.144457550621599,0.171036634518784,0.0987865349657283,0.134191153814912,0.136325991555538,0.155226527160721,0.141970261270387,0.153530717005169
May 2020,0.334934957302327,0.318453731118535,0.319353416289432,0.250224509916881,0.321320431600611,0.217912501896657,0.29015426159717,0.235905802928061,0.352220593589352,0.268813588147398,0.324239668185579,0.303186258987746,0.250294540380161,0.249215791623985,0.295229278087164,0.258694535578529,0.243879449793388,0.305935512761131,0.207639364778245,0.217912501896657,0.18805223150294,0.250294540380161,0.275931055916262,0.317535035601462,0.247152091366219,0.249215791623985,0.219628609206765,0.265376314937483,0.312872321280339,0.315638149718371,0.221236973043628,0.32892503098583,0.237849698703905,0.336472236621213,0.287682072451781,0.385662480811985
Jun 2020,1.01160091167848,2.39789527279837,1.79175946922805,0.887303195000903,1.46633706879343,0.916290731874155,0.559615787935423,0.887303195000903,1.6094379124341,1.79175946922805,0.944461608840852,0.641853886172395,0.587786664902119,2.39789527279837,0.575364144903562,1.54044504094715,0.916290731874155,1.70474809223843,0.810930216216329,0.75377180237638,0.646627164925052,1.25276296849537,1.70474809223843,2.30258509299405,2.39789527279837,1.87180217690159,0.944461608840852,1.32175583998232,1.04145387482816,1.22377543162212,0.575364144903562,1.29928298413026,1.44691898293633,2.39789527279837,1.79175946922805,1.94591014905531
Jul 2020,0.287682072451781,0.385662480811985,0.262364264467491,0.362905493689368,0.382992252256106,0.167054084663166,0.362905493689368,0.382992252256106,0.367724780125317,0.367724780125317,0.405465108108164,0.382992252256106,0.42744401482694,0.382992252256106,0.382992252256106,0.382992252256106,0.34484048629173,0.382992252256106,0.382992252256106,0.382992252256106,0.385662480811985,0.382992252256106,0.34484048629173,0.34484048629173,0.382992252256106,0.362905493689368,0.385662480811985,0.167054084663166,0.287682072451781,0.385662480811985,0.470003629245736,0.385662480811985,0.313657558855042,0.34484048629173,0.42744401482694,0.405465108108164
Aug 2020,0.348642772241468,0.406502990920584,0.326955907865958,0.473721873562614,0.40752060729026,0.375044511407453,0.528969875889394,0.460563788985102,0.392523165399157,0.392445394899861,0.442291994537398,0.391562202939173,0.379644408486422,0.433116639438674,0.548804871831207,0.571188773493081,0.549752694280251,0.45141499830002,0.284463530889983,0.379332967831316,0.313957214253578,0.376535409807472,0.535693690344004,0.368845479558988,0.573633399014734,0.451698303147372,0.500569123598802,0.473661426455493,0.527063184897674,0.388999845092649,0.492108499813053,0.54486850820991,0.425247117060203,0.395250514698446,0.39172593222486,0.421892582250112
Sep 2020,0.234624733688166,0.289199753726552,0.244970954358731,0.335397545491448,0.283471539915437,0.218013619243424,0.361174091398471,0.335191006465164,0.268123753808024,0.343149153964653,0.304647606610078,0.331126109038779,0.359323952110309,0.301154413392548,0.309492182856667,0.402232595480444,0.36731823473909,0.201249566679473,0.147932743518768,0.296581931717658,0.263171765296439,0.341241137808891,0.374693449441411,0.193584749072665,0.411558400923824,0.376763586395665,0.315852949418477,0.311226960732407,0.398506137783861,0.299922127346283,0.353943945427501,0.367622754925004,0.247439956173348,0.294457583435389,0.233284483290259,0.278424129666682
Oct 2020,0.249775374495003,0.318225862825421,0.291067211859147,0.350380666667345,0.382192326052789,0.294852796864424,0.31960966697722,0.345059185035083,0.271315094987576,0.369990719914505,0.404997490610749,0.30005846805283,0.3316866578212,0.357477834387323,0.295664921107777,0.370213117334612,0.317191901298113,0.201843028538975,0.186608808805575,0.357345859763966,0.271877359993193,0.372675285285174,0.346148530951745,0.234706994978184,0.328196327317353,0.394322931554922,0.318567788717746,0.307741377966556,0.360126427519103,0.409760032391045,0.371103680590853,0.312188482639603,0.291988446378468,0.319371583408764,0.289199753726552,0.400394804551752
Nov 2020,0.376051222901871,0.445906077666675,0.394850906866391,0.489385292528121,0.504746577689609,0.470003629245736,0.468777387522491,0.47501617106928,0.36254006339113,0.466283848143204,0.570789088533548,0.478629683965503,0.53062825106217,0.471246637485333,0.414767500770478,0.417735200699979,0.368050672257907,0.296571019869027,0.360497416208203,0.461345566502621,0.409939388503085,0.444199617289305,0.489882449920748,0.417849167307886,0.390737301397921,0.437800488751101,0.402457587044209,0.364039066453867,0.442181123646436,0.542713977132819,0.485132510842036,0.34554945477233,0.355418925352006,0.371412965362249,0.367055659993293,0.527527473383922
Dec 2020,0.420732580238953,0.476367743842303,0.503676844352324,0.563011376936561,0.538760401097545,0.412279444527895,0.506817602368452,0.481914280271571,0.337776017770696,0.4693349565361,0.426191238625281,0.455409784624421,0.530456739184552,0.553989285318828,0.533881400065917,0.564721391971123,0.46446344887012,0.412385550952738,0.469005791145313,0.488352767913932,0.426586933137447,0.513607266727867,0.551331458890638,0.502314934098082,0.389218491671204,0.520775954619159,0.452471150484095,0.398776119957368,0.584308400525794,0.395414772254663,0.516589328482741,0.379623876924277,0.558343253299225,0.51309577230053,0.47351857135318,0.603236410411313
